HomePrice,Ratio
392500,0.8429
315000,0.9419
213900,0.6973
170000,0.8053
167000,0.8198
432750,0.9647
535000,1
547500,0.8078
506000,0.986
184000,0.8255
165000,0.9371
155000,0.875
215000,0.6849
240000,1.0368
166000,1.0201
272500,0.6583
212000,1.2296
305000,0.669
292000,0.9121
270000,0.7253
416000,0.9667
296000,1.0009
233500,0.8241
550000,1.0309
390000,1.3147
435000,0.9012
140000,0.962
197000,0.8639
155000,0.6893
225000,0.8515
200000,0.6572
200000,0.6572
115000,0.8839
63000,0.8531
63000,0.8531
139000,0.9457
68000,0.7903
132500,0.9645
180000,0.9438
350000,0.4827
110000,1.0042
17000,1.4489
405000,0.946
170000,0.7157
226500,0.7782
232000,0.7376
500000,0.4439
264000,0.9924
215600,0.9346
185000,1.0519
265000,0.7284
185000,0.8468
746000,0.9296
375000,1.3087
465000,0.6378
239000,0.94
300000,0.9359
315000,0.5333
275000,0.6109
315000,0.7333
285000,0.8105
175000,0.867
154000,1.1123
350000,0.8482
269200,0.9389
200000,0.9538
230000,0.8949
150000,0.9147
213500,0.9323
125000,0.9553
715000,0.4114
340000,0.9938
168000,1.0005
133000,0.9758
220000,0.8323
70000,0.951
110000,0.8067
82000,0.7699
75000,0.8876
65000,0.9973
101800,1.2122
150000,0.8305
80000,1.7741
62500,1.0651
103000,0.8723
60000,1.1095
85000,1.0901
208000,1.0034
525000,0.6434
376250,0.7721
165000,0.9459
200000,0.9714
200000,0.7656
200000,0.7793
407500,0.8288
555000,0.7989
232000,0.6221
182000,0.7804
295000,1.073
325000,1.0107
570000,0.4443
570000,0.4083
337500,0.7591
367000,0.8814
605000,1.196
602500,1.2011
70000,0.7838
253000,0.7398
612500,0.9878
118000,0.7902
133900,0.8177
189000,1.0663
173500,0.9431
122000,0.9138
180000,1.8005
51500,1.7312
210000,0.9975
340000,0.6082
179000,1.1729
37900,0.2918
257000,1.1263
240000,0.9584
279000,0.7217
215000,0.8654
173000,1.1137
205000,0.4463
160000,1.1425
175000,1.0741
160000,0.6876
160000,0.8387
203000,0.7687
160000,1.7438
75000,1.3743
485000,0.7252
240000,0.9172
200000,1.1006
240000,0.9172
200000,1.1006
170000,1.2949
315000,0.8863
350000,0.4751
166250,1.5083
255000,0.7652
245000,0.9729
211000,0.5715
140000,0.8042
19900,0.9074
528669,0.7534
31000,0.8689
190000,1.3842
200000,1.3047
200000,1.3009
200000,1.3008
275000,0.5856
220000,0.732
123000,0.9993
387939,0.6642
387939,0.4905
159900,1.1923
170000,0.3147
234000,0.3261
189900,0.9977
180500,0.7374
330000,0.6175
182000,1.0463
165000,1.4487
332000,1.0006
200000,0.8638
255000,1.2295
220000,0.435
265000,0.6018
265000,0.8687
199900,1.1354
199900,0.8359
375000,1.161
525000,1.1766
320000,1.6776
285000,0.4781
127750,0.9597
285000,0.4281
135000,1.0094
120000,1.475
199900,0.7577
60000,1.4205
85000,1.7167
175000,0.8017
173000,1.0583
150000,1.2726
150000,1.1552
300000,0.3733
129000,1.1209
190000,0.8976
175000,0.8048
190000,1.3692
37000,0.9216
105000,0.3247
287000,0.8466
185000,0.3859
300000,0.6864
220000,0.6457
174900,0.8223
120000,1.2584
193500,0.9114
180000,1.0537
145000,0.8644
255000,0.796
185000,0.7958
163500,1.0551
265000,0.916
245000,0.6432
186000,0.8311
100000,1.2557
205000,0.7438
208000,0.7342
220000,0.6315
33000,1.5246
245000,0.3334
105000,1.657
119000,1.0674
165000,1.0531
215000,0.7383
120000,1.3133
138000,0.9775
103000,1.234
100000,1.7547
155000,0.8122
239000,0.8858
150000,0.7365
220000,1.0408
95000,1.3068
228000,0.3973
104000,1.1932
168100,0.8042
260000,1.0271
215000,0.7858
110000,1.7637
114900,1.1338
153000,0.7391
235000,0.8437
348000,0.9246
215000,0.9437
289000,0.4958
110000,1.2751
205000,0.8032
135000,1.2228
240000,0.5298
189900,0.9496
74000,1.7571
260000,0.8174
110000,1.1924
140000,1.021
139000,0.9906
139900,1.0998
150000,0.9363
221000,0.965
275000,1.1362
265000,0.7965
240000,1.2831
310000,1.0367
95000,1.7979
140000,1.803
150000,1.6079
236000,1.1104
135000,1.2473
210000,0.8255
199000,0.9551
195000,0.9526
95000,1.7494
113500,1.3885
210000,0.9499
161500,1.1011
172500,0.7417
175900,0.6752
224000,0.5717
13000,1.5951
225000,1.5339
285000,1.1369
184000,1.4974
150000,0.8722
210000,0.8259
205000,0.5068
117500,1.2994
115000,1.1869
222000,0.706
153000,0.7792
240000,1.3334
260000,1.32
117500,1.2805
127000,1.3365
191000,1.2193
190000,0.8427
185000,0.8196
145000,1.0408
168000,0.8685
169900,0.821
185500,0.8491
96500,1.3665
179000,0.8611
177000,0.792
154000,0.8321
275000,0.2992
190000,0.6967
155000,1.2282
195000,0.7466
189000,0.844
175000,0.8495
180000,0.7782
195000,0.7412
192000,0.8161
125000,1.1537
170000,0.9624
174900,0.9468
88194,1.0003
167500,0.9295
184900,0.9
272000,0.4774
179900,0.8163
115000,1.2051
290000,0.9277
150000,1.8141
120000,1.1799
175000,1.7724
265000,0.33
265000,0.33
265000,0.34
99900,0.8209
275000,0.567
265000,0.7095
265000,0.9701
265000,0.9701
200000,1.0388
235000,1.0574
135000,1.1891
154900,0.9329
160000,0.7247
230000,0.712
79500,1.3719
118000,0.9959
175000,0.9314
123000,0.7807
154000,0.7899
135000,0.783
140000,1.1111
175000,0.2125
180000,0.839
125000,1.6756
135000,1.0609
177000,0.6551
138000,1.1569
212000,0.7168
197000,0.8053
207000,0.8388
177000,0.8756
169000,0.7648
140000,1.0195
187500,0.7772
133500,0.8012
179500,0.8083
163000,1.4617
175000,1.2542
210000,1.1961
123000,1.6654
149900,0.7815
127500,1.0501
127000,0.8284
175000,0.7349
239000,0.4724
170000,0.829
205000,0.6279
179000,0.6377
212000,0.9896
105000,1.4825
113000,1.4032
89900,1.2811
202000,0.7198
260000,0.833
150000,0.7069
270000,0.8083
99000,0.8773
134000,0.9489
140000,1.046
172000,0.8594
150000,1.0448
179900,0.4586
179900,0.3424
89000,1.6481
149900,1.1763
200000,0.5576
200000,0.5576
345000,0.8017
150000,1.0095
55000,0.6328
77000,1.6626
183500,0.8165
225000,0.6065
155000,0.8883
139900,1.0419
200000,0.6617
200000,0.8036
150000,1.4412
205000,0.7764
205000,0.2336
96000,1.5977
189900,0.7656
550000,0.2533
182500,0.7788
129000,1.153
125000,1.0031
119900,1.1188
150000,1.4213
135000,0.2315
190000,0.6938
171000,0.7632
92000,1.6472
161000,0.7553
174900,0.869
114900,1.0527
99000,1.4446
180000,0.7883
165000,0.8583
174900,0.8454
162000,0.9259
162000,0.7365
151000,0.6988
75000,1.3185
160000,0.8757
152000,0.7093
75000,1.5589
138800,0.776
161000,0.9956
140000,0.9154
153700,0.8488
155500,1.0145
95000,0.9132
135500,0.6623
93000,0.9624
152000,0.9847
155000,0.6113
153000,0.7057
112000,0.8237
130000,0.6076
130000,1.0809
174900,0.7101
150000,0.5794
124900,0.8582
169000,0.7599
165000,0.8213
155000,0.9789
122500,1.1269
165000,0.8219
167000,0.8289
79000,1.4237
92500,1.5963
127500,0.9071
143000,0.7643
105000,1.2168
335000,0.5315
192000,0.505
120000,1.4811
125000,0.784
127750,0.9625
80000,1.6213
125000,0.8398
133000,0.8158
140000,0.7518
125000,0.6779
56000,1.653
125000,1.0124
120000,0.9867
135000,1.0903
148000,0.9315
75000,1.1482
50000,1.5102
278000,0.4303
180000,0.7851
180000,0.777
215000,0.5278
85000,1.0628
113500,1.423
222500,0.6036
172600,0.7206
170000,0.9143
110250,1.5875
118000,0.7491
100000,1.4061
85000,1.4226
160000,1.0215
147000,0.7868
160000,0.8621
127500,0.7952
26900,1.5225
26900,1.5017
65000,1.0811
150000,1.0352
160000,0.946
97000,1.5298
125000,1.2673
100000,1.1127
180000,0.8899
65000,0.3365
90000,1.6793
80000,1.2467
152000,0.9386
90500,1.6064
129900,1.1266
143000,0.9157
140000,0.8616
96000,1.4191
120000,1.2904
141000,0.8999
105000,1.2263
129900,0.9442
150000,0.8681
143000,0.9956
150000,0.9821
130000,1.1628
130000,1.2489
150400,0.8602
134000,0.9607
170000,0.9069
110000,1.0795
154000,0.8474
142000,0.9531
153500,0.8489
106500,1.2418
86500,1.4571
106000,1.2579
149000,1.0457
135000,1.1501
125000,1.0023
140000,1.1726
184000,1.2316
175000,1.309
150000,1.0477
145000,1.1993
132500,1.1027
179900,0.8405
140000,1.0874
143500,1.0131
125000,1.3789
120000,1.1799
104000,1.4174
165000,1.0451
125000,1.1333
149900,0.9898
139500,1.1319
145000,0.8095
159500,0.5528
159500,0.5528
100000,1.5163
173000,0.8469
184000,0.5114
118000,1.1686
120000,0.7794
120000,1.4504
85000,1.0774
130000,1.122
115000,0.935
120000,1.0919
116000,1.336
154900,0.9766
184000,0.6648
